fundo_municipal_PC,desp_orcament_PC ,receita_PC,fundo_municipal,desp_orcament,receita
209.02,864.06,1360.53,54306194,224494639,353486885
220.56,936.91,1469.48,177275793,753032326,1181077577
468.77,1129.69,1349.21,11149241,26868636,32089624
366.51,710.23,990.48,13007491,25206102,35152287
1115.58,1657.58,2362.19,4791435,7119308,10145620
1016.86,1347.79,1828.69,4778246,6333260,8593003
1209.07,1409.77,2087.45,4778246,5571408,8249586
2019.70,3583.00,4989.77,7794034,13826799,19255521
986.22,1473.79,1904.01,4778246,7140518,9224919
457.66,785.28,1034.75,9315258,15983566,21061287
475.02,964.82,1509.13,4778246,9705086,15180323
609.18,926.29,1384.02,6761880,10281824,15362588
1656.73,1976.81,2666.42,4796246,5722858,7719299
527.95,765.74,1098.27,6316369,9161340,13139689
1003.41,1268.42,2009.15,4778246,6040226,9567595
401.91,877.44,1209.30,11150897,24344566,33551934
1357.07,2019.21,2681.08,4778246,7109635,9440091
1844.88,2172.14,3249.50,4778246,5625836,8416215
666.33,1112.32,1447.77,4778246,7976420,10381976
564.24,1061.04,1213.29,7963744,14975539,17124335
474.31,2290.22,2746.11,6370995,30762227,36885767
2257.18,4004.29,5576.46,7794034,13826799,19255521
456.74,871.20,1034.31,6371014,12152380,14427625
652.77,1154.12,1357.12,4778246,8448133,9934096
915.90,1996.65,2776.13,4778246,10416547,14483057
544.96,1301.20,1421.22,4778246,11408946,12461237
567.22,1103.64,1500.64,4778246,9297090,12641399
1018.38,1127.35,1807.44,4778246,5289539,8480497
1572.54,1446.04,3054.64,4816680,4429235,9356366
1509.71,2131.08,2763.47,4778246,6744854,8746374
1209.96,1497.87,2165.73,5028581,6225161,9000757
676.13,1259.01,1418.01,4778246,8897457,10021108
1081.54,1409.57,2198.22,4778246,6227461,9711736
2113.92,3750.15,5222.54,7794034,13826799,19255521
1329.14,2615.81,2393.28,4778246,9403827,8603857
358.81,838.90,1004.15,12844481,30030181,35945551
576.71,822.33,1276.69,7963744,11355609,17629759
1906.84,1886.47,2843.22,4816680,4765212,7181983
430.16,710.32,1050.96,9556492,15780563,23348158
1606.13,2002.51,2783.75,4778246,5957475,8281668
1223.62,1664.84,2047.08,4778246,6501188,7993839
1404.95,1486.02,2496.20,4778246,5053960,8489581
2011.88,3569.13,4970.45,7794034,13826799,19255521
236.18,872.77,1244.87,20705733,76514034,109135619
806.86,993.00,1400.37,4778246,5880525,8292977
379.27,879.91,1218.87,15085742,34999168,48481967
511.32,791.74,1170.79,6317850,9782773,14466267
1129.34,1446.96,1990.84,4778246,6122104,8423235
431.31,936.36,1190.84,9556492,20746860,26385457
551.12,1093.67,1619.89,4778246,9482149,14044478
529.00,1044.38,1317.93,8380968,16546172,20879937
766.36,1152.05,1571.96,4778246,7183062,9801191
589.11,1048.14,1301.91,4778246,8501470,10559787
588.44,1160.00,1434.06,6370994,12559315,15526559
792.68,1112.17,1698.54,4778246,6704140,10238810
854.48,1351.30,1766.43,4816680,7617296,9957369
1217.70,1499.74,2221.04,4778246,5884969,8715348
816.44,872.85,1470.23,4688823,5012759,8443553
464.50,1271.12,1523.30,4778269,13075979,15670165
614.96,1103.90,1363.48,4778246,8577313,10594266
726.07,1268.56,1745.82,4778246,8348404,11489248
1052.48,1508.55,1856.07,4778246,6848826,8426536
1355.01,2403.82,3347.62,7794034,13826799,19255521
951.84,1547.09,1806.03,4778246,7766373,9066280
2078.84,2673.74,3605.35,4816680,6195049,8353598
538.27,883.76,1275.29,6370995,10460162,15094314
561.82,909.86,1273.56,7963744,12897283,18052732
483.48,855.64,1135.80,4778246,8456291,11225066
883.88,1363.59,2049.41,4778246,7371543,11079097
559.60,1364.87,1635.70,6370995,15539082,18622407
2081.41,877.01,3340.93,4776834,2012742,7667432
358.76,954.21,1206.81,11153438,29665399,37518447
1430.13,2079.63,2681.46,4816680,7004210,9031142
631.90,922.85,1277.49,6735436,9836654,13616805
490.38,1238.30,1429.76,6370995,16087993,18575447
912.58,1253.38,1591.32,4778246,6562694,8332154
1250.54,1763.01,2288.34,4778317,6736478,8743742
594.36,1281.14,1369.52,6370995,13732554,14679861
2953.18,3568.61,4500.84,4778246,5774015,7282366
1698.40,1855.78,2713.46,4877809,5329797,7793057
2055.57,2630.73,3907.08,4676421,5984912,8888618
466.34,905.96,1198.32,9352841,18169932,24033430
245.99,869.82,1519.06,140495347,496798713,867608876
573.20,850.55,1611.11,6235227,9252331,17525688
462.36,909.74,1306.00,7794034,15335411,22015249
374.47,866.46,1279.75,9352841,21640713,31963152
427.35,858.10,1246.69,10911648,21909763,31831839
604.03,1146.33,1746.55,4676421,8874922,13521771
465.34,886.53,1188.26,7794034,14848571,19902154
1182.11,1599.34,2348.56,4676421,6326975,9290908
378.87,2486.07,4278.15,9352841,61371099,105610363
354.77,1310.06,2139.52,10913043,40298694,65813738
467.50,1778.94,1327.91,9353214,35591223,26567476
461.77,3415.12,4403.82,6235227,46114429,59464784
337.92,1247.19,1646.49,1903500,7025431,9274700
471.82,1147.81,1419.27,7794034,18960644,23444883
1239.24,1550.55,2248.30,4725239,5912265,8572758
1801.67,3196.21,4451.11,7794034,13826799,19255521
290.42,1160.51,1591.72,18705682,74747434,102521393
878.37,1281.55,1796.31,4676421,6822946,9563537
249.28,788.35,880.27,3458529,10937599,12212920
546.71,1002.02,1284.00,6235227,11428065,14644008
1596.59,1672.45,2823.63,4676421,4898604,8270404
837.07,791.22,1602.06,4725239,4466412,9043625
560.18,790.46,1282.02,4676421,6598753,10702293
590.79,1128.98,1719.63,9352841,17872955,27223441
250.94,749.95,1002.61,21823296,65221081,87194180
360.56,827.98,1173.06,14029262,32216807,45643674
950.37,1028.88,1851.78,4725239,5115615,9207043
358.71,1031.72,1546.43,10911648,31383892,47040792
462.17,886.24,1744.41,7794034,14945530,29417768
602.41,1046.07,1548.28,7794034,13534114,20031697
246.49,676.16,1060.92,23382103,64141010,100640129
405.61,1779.68,2593.41,10911648,47877066,69767839
730.58,1163.78,1781.43,4676421,7449366,11402929
472.29,314.46,2376.20,1632222,1086759,8212153
517.79,894.60,1208.86,6235227,10772788,14557048
476.90,995.18,1348.75,7794034,16264218,22042635
566.79,924.24,1388.73,6235227,10167618,15277381
571.96,1076.45,1279.24,7794034,14668803,17432233
636.77,1191.18,1711.04,4676421,8748001,12565914
505.40,811.00,1227.09,9352841,15008451,22708472
549.65,940.00,1401.79,4676421,7997496,11926434
383.74,839.18,1122.07,12470455,27270846,36463986
443.92,858.55,1129.06,10911648,21103142,27752359
757.49,1071.41,1425.57,4725239,6683463,8892692
296.08,583.73,872.19,47618306,93878768,140271853
470.03,1383.92,1820.68,6174835,18180579,23918337
1588.86,1718.18,2905.55,4725275,5109862,8641117
529.43,1058.50,1390.86,4676421,9349703,12285446
782.93,986.14,1725.13,4676421,5890207,10304225
558.78,1161.30,1844.86,4676421,9718924,15439596
353.36,631.36,1027.09,10911648,19496526,31716518
452.78,820.46,1200.03,9953470,18036158,26380261
382.33,865.88,1178.53,10378639,23505241,31992393
383.52,758.56,1134.96,10911648,21581792,32290716
482.48,958.83,1341.16,9353349,18587796,25999712
499.88,1200.40,1750.12,4676331,11229760,16372366
415.46,829.27,1032.68,7134659,14240997,17734151
507.15,2828.26,6896.34,4676421,26079366,63591171
482.98,805.67,962.15,9352841,15601867,18632006
480.78,1208.51,1614.62,6235227,15673161,20940012
664.45,1004.84,1487.43,4676421,7072070,10468507
1271.38,1971.82,2759.00,4766394,7392345,10343483
546.47,1328.94,2231.98,6235227,15163252,25466843
256.95,331.48,608.43,20264489,26142059,47982979
758.84,1346.20,1874.75,7794034,13826799,19255521
658.22,939.54,2129.44,2233356,3187865,7225173
1264.58,1852.48,2596.50,4676421,6850465,9601875
362.49,778.70,1061.22,14029262,30137058,41071300
584.26,1504.32,2042.88,4676421,12040571,16351197
1577.32,1731.51,3038.02,4664148,5120067,8983439
324.48,711.15,936.26,15588068,34163788,44977767
606.30,1211.76,1582.49,7794034,15577127,20342899
462.94,874.68,1321.10,10385624,19622493,29637626
