Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
BA,2930402,Serra Preta,15.401,8.205.451,13.930.234,20.359.712,6.429.478,532.79,904.50,1321.97,,
BA,2930501,Serrinha,76.762,21.334.172,54.028.667,77.594.406,23.565.739,277.93,703.85,1010.84,,
BA,2930600,Serrolândia,12.344,6.564.361,11.201.706,14.694.828,3.493.122,531.79,907.46,1190.44,,
BA,2930709,Simões Filho,118.047,27.898.532,132.460.093,195.400.841,62.940.748,236.33,1122.10,1655.28,,
BA,2930758,Sítio do Mato,12.050,6.564.361,13.787.542,18.665.398,4.877.856,544.76,1144.19,1549.00,,
BA,2930766,Sítio do Quinto,12.592,7.794.034,13.826.799,19.255.521,5.428.722,618.97,1098.06,1529.19,,
BA,2930774,Sobradinho,22.000,9.846.541,20.766.391,32.604.637,11.838.246,447.57,943.93,1482.03,,
BA,2930808,Souto Soares,15.899,9.846.541,19.632.609,21.901.425,2.268.816,619.32,1234.83,1377.53,,
BA,2930907,Tabocas do Brejo Velho,11.431,6.564.361,9.456.595,16.348.257,6.891.662,574.26,827.28,1430.17,,
BA,2931004,Tanhaçu,20.013,9.846.541,18.282.351,24.718.365,6.436.014,492.01,913.52,1235.12,,
BA,2931053,Tanque Novo,16.128,8.205.451,14.862.240,20.764.330,5.902.090,508.77,921.52,1287.47,,
BA,2931103,Tanquinho,8.008,4.967.602,7.155.729,9.737.502,2.581.773,620.33,893.57,1215.97,,
BA,2931202,Taperoá,18.748,9.935.203,19.089.511,26.272.541,7.183.030,529.93,1018.22,1401.35,,
BA,2931301,Tapiramutá,16.516,9.776.237,22.938.144,23.148.693,210.549,591.93,1388.84,1401.59,,
BA,2931350,Teixeira de Freitas,138.341,28.638.941,98.029.291,145.024.175,46.994.884,207.02,708.61,1048.31,,
BA,2931400,Teodoro Sampaio,7.895,7.794.034,13.826.799,19.255.521,5.428.722,987.21,1751.34,2438.95,,
BA,2931509,Teofilândia,21.482,9.935.203,18.932.375,28.190.039,9.257.664,462.49,881.31,1312.26,,
BA,2931608,Teolândia,14.836,7.794.034,13.826.799,19.255.521,5.428.722,525.35,931.98,1297.89,,
BA,2931707,Terra Nova,12.803,6.564.361,12.692.842,16.692.635,3.999.793,512.72,991.40,1303.81,,
BA,2931806,Tremedal,17.029,9.935.203,14.792.125,23.692.046,8.899.921,583.43,868.64,1391.28,,
BA,2931905,Tucano,52.418,7.794.034,13.826.799,19.255.521,5.428.722,148.69,263.78,367.35,,
BA,2932002,Uauá,24.294,11.591.070,22.067.904,29.776.238,7.708.334,477.12,908.37,1225.66,,
BA,2932101,Ubaíra,19.750,9.846.541,20.003.803,24.119.648,4.115.845,498.56,1012.85,1221.25,,
BA,2932200,Ubaitaba,20.691,7.794.034,13.826.799,19.255.521,5.428.722,376.69,668.25,930.62,,
BA,2932309,Ubatã,25.004,11.487.631,16.425.561,23.275.512,6.849.951,459.43,656.92,930.87,,
BA,2932408,Uibaí,13.625,8.205.451,12.035.942,16.739.166,4.703.224,602.23,883.37,1228.56,,
BA,2932457,Umburanas,17.000,7.794.034,13.826.799,19.255.521,5.428.722,458.47,813.34,1132.68,,
BA,2932507,Una,24.110,11.487.631,21.210.863,32.468.385,11.257.522,476.47,879.75,1346.68,,
BA,2932606,Urandi,16.466,8.205.451,13.941.536,19.451.771,5.510.235,498.33,846.69,1181.33,,
BA,2932705,Uruçuca,19.837,9.846.541,21.816.232,26.110.982,4.294.750,496.37,1099.77,1316.28,,
BA,2932804,Utinga,18.173,9.846.541,14.667.004,24.006.853,9.339.849,541.82,807.08,1321.02,,
BA,2932903,Valença,88.673,22.975.262,60.328.426,87.075.830,26.747.404,259.10,680.35,981.99,,
BA,2933000,Valente,24.560,9.434.595,19.516.686,26.587.825,7.071.139,384.14,794.65,1082.57,,
BA,2933059,Várzea da Roça,13.786,8.205.451,13.173.001,18.246.967,5.073.966,595.20,955.53,1323.59,,
BA,2933109,Várzea do Poço,8.661,4.923.270,7.593.751,11.265.242,3.671.491,568.44,876.78,1300.69,,
BA,2933158,Várzea Nova,13.073,8.205.451,12.484.366,21.007.788,8.523.422,627.66,954.97,1606.96,,
BA,2933174,Varzedo,9.109,4.923.270,7.931.610,11.678.012,3.746.402,540.48,870.74,1282.03,,
BA,2933208,Vera Cruz,37.567,14.769.811,36.273.603,57.628.665,21.355.062,393.16,965.57,1534.02,,
BA,2933257,Vereda,6.800,4.942.041,10.174.309,12.037.648,1.863.339,726.77,1496.22,1770.24,,
BA,2933307,Vitória da Conquista,306.866,53.072.901,202.649.748,330.854.404,128.204.656,172.95,660.39,1078.17,,
BA,2933406,Wagner,8.983,4.923.270,10.422.528,10.466.899,44.371,548.07,1160.25,1165.19,,
BA,2933455,Wanderley,12.485,6.564.361,8.762.925,17.181.269,8.418.344,525.78,701.88,1376.15,,
BA,2933505,Wenceslau Guimarães,22.189,11.487.631,28.133.053,39.188.472,11.055.419,517.72,1267.88,1766.12,,
BA,2933604,Xique-Xique,45.536,16.410.901,37.940.435,56.504.849,18.564.414,360.39,833.20,1240.88,,
CE,2300101,Abaiara,10.496,6.516.360,8.772.791,15.539.848,6.767.057,620.84,835.82,1480.55,,
CE,2300150,Acarapé,15.338,8.145.450,13.171.738,17.794.059,4.622.321,531.06,858.77,1160.13,,
CE,2300200,Acaraú,57.551,17.920.058,43.769.662,64.486.636,20.716.974,311.38,760.54,1120.51,,
CE,2300309,Acopiara,51.160,16.290.901,34.798.138,53.046.059,18.247.921,318.43,680.18,1036.87,,
CE,2300408,Aiuaba,16.203,8.145.450,12.878.878,21.624.237,8.745.359,502.71,794.85,1334.58,,
CE,2300507,Alcântaras,10.771,6.516.360,12.966.635,15.978.237,3.011.602,604.99,1203.85,1483.45,,
CE,2300606,Altaneira,6.856,4.887.270,8.196.453,13.520.833,5.324.380,712.85,1195.52,1972.12,,
CE,2300705,Alto Santo,16.359,9.774.540,24.474.897,22.964.747,-1.510.150,597.50,1496.11,1403.80,,
CE,2300754,Amontada,39.232,14.048.215,40.915.859,50.474.503,9.558.644,358.08,1042.92,1286.56,,
CE,2300804,Antonina do Norte,6.984,4.938.404,7.603.108,12.092.864,4.489.756,707.10,1088.65,1731.51,,
CE,2300903,Apuiarés,13.925,8.145.450,15.616.073,19.210.729,3.594.656,584.95,1121.44,1379.59,,
CE,2301000,Aquiraz,72.628,20.853.348,68.053.478,97.840.395,29.786.917,287.13,937.01,1347.14,,
CE,2301109,Aracati,69.159,19.549.081,58.166.337,79.897.062,21.730.725,282.67,841.05,1155.27,,
CE,2301208,Aracoiaba,25.391,11.403.631,25.513.988,35.962.041,10.448.053,449.12,1004.84,1416.33,,
CE,2301257,Ararendá,10.491,6.516.360,11.150.407,15.939.572,4.789.165,621.14,1062.85,1519.36,,
CE,2301307,Araripe,20.685,9.774.540,28.984.333,30.302.084,1.317.751,472.54,1401.22,1464.93,,
CE,2301406,Aratuba,11.529,6.516.360,14.207.941,18.689.027,4.481.086,565.21,1232.37,1621.04,,
CE,2301505,Arneiroz,7.650,7.794.034,13.826.799,19.255.521,5.428.722,1018.83,1807.42,2517.06,,
CE,2301604,Assaré,22.445,9.774.540,19.347.687,27.664.765,8.317.078,435.49,862.00,1232.56,,
CE,2301703,Aurora,24.566,11.403.361,16.668.856,32.774.891,16.106.035,464.19,678.53,1334.16,,
CE,2301802,Baixio,6.026,4.887.270,7.010.781,11.260.579,4.249.798,811.03,1163.42,1868.67,,
CE,2301851,Banabuiú,17.315,9.774.540,19.368.033,25.531.608,6.163.575,564.51,1118.57,1474.54,,
CE,2301901,Barbalha,55.323,17.919.991,76.924.742,96.837.366,19.912.624,323.92,1390.47,1750.40,,
CE,2301950,Barreira,19.573,9.774.540,16.631.173,24.315.329,7.684.156,499.39,849.70,1242.29,,
CE,2302008,Barro,21.514,9.774.540,15.324.871,26.639.167,11.314.296,454.33,712.32,1238.22,,
CE,2302057,Barroquinha,14.476,8.145.450,14.821.788,23.059.735,8.237.947,562.69,1023.89,1592.96,,
CE,2302107,Baturité,33.321,13.032.721,28.450.345,37.553.787,9.103.442,391.13,853.83,1127.03,,
CE,2302206,Beberibe,49.311,16.290.901,38.647.622,60.299.791,21.652.169,330.37,783.75,1222.85,,
CE,2302305,Bela Cruz,30.878,13.032.721,32.545.346,32.831.772,286.426,422.07,1054.00,1063.27,,
CE,2302404,Boa Viagem,52.498,17.919.991,42.885.880,57.816.600,14.930.720,341.35,816.91,1101.31,,
CE,2302503,Brejo Santo,45.193,14.661.811,43.177.838,56.846.595,13.668.757,324.43,955.41,1257.86,,
CE,2302602,Camocim,60.158,19.549.081,45.492.549,63.515.123,18.022.574,324.96,756.22,1055.81,,
CE,2302701,Campos Sales,26.506,10.903.630,19.222.489,29.436.525,10.214.036,411.36,725.21,1110.56,,
CE,2302800,Canindé,74.473,21.178.171,71.634.029,86.838.570,15.204.541,284.37,961.88,1166.04,,
CE,2302909,Capistrano,17.062,9.774.540,18.667.874,26.108.528,7.440.654,572.88,1094.12,1530.21,,
CE,2303006,Caridade,20.020,9.774.540,16.769.501,25.487.715,8.718.214,488.24,837.64,1273.11,,
CE,2303105,Cariré,18.347,9.774.540,17.562.417,25.516.840,7.954.423,532.76,957.24,1390.79,,
CE,2303204,Caririaçu,26.393,11.403.631,24.476.321,36.205.186,11.728.865,432.07,927.38,1371.77,,
CE,2303303,Cariús,18.567,9.774.540,16.569.341,24.916.763,8.347.422,526.45,892.41,1341.99,,
CE,2303402,Carnaubal,16.746,8.145.450,17.436.436,21.716.016,4.279.580,486.41,1041.23,1296.79,,
CE,2303501,Cascavel,66.142,19.539.155,47.997.502,73.465.516,25.468.014,295.41,725.67,1110.72,,
CE,2303600,Catarina,18.745,9.774.540,14.944.054,22.942.694,7.998.640,521.45,797.23,1223.94,,
CE,2303659,Catunda,9.952,6.516.270,9.855.812,16.061.406,6.205.594,654.77,990.33,1613.89,,
CE,2303709,Caucaia,325.441,61.339.799,185.457.431,323.880.830,138.423.399,188.48,569.86,995.21,,
CE,2303808,Cedro,24.527,11.514.549,21.835.010,31.209.700,9.374.690,469.46,890.24,1272.46,,
CE,2303907,Chaval,12.615,6.516.360,16.250.660,17.680.409,1.429.749,516.56,1288.20,1401.54,,
CE,2303931,Choró,12.853,6.516.360,12.621.423,21.540.483,8.919.060,506.99,981.98,1675.91,,
CE,2303956,Chorozinho,18.915,9.774.540,21.030.561,26.304.090,5.273.529,516.76,1111.85,1390.65,,
CE,2304004,Coreaú,21.954,9.774.540,24.139.979,26.637.652,2.497.673,445.23,1099.57,1213.34,,
CE,2304103,Crateús,72.812,21.178.171,54.053.095,77.281.812,23.228.717,290.86,742.37,1061.39,,
CE,2304202,Crato,121.428,27.694.531,74.733.601,124.453.825,49.720.224,228.07,615.46,1024.92,,
CE,2304236,Croatá,17.069,9.774.540,13.545.786,23.373.258,9.827.472,572.65,793.59,1369.34,,
CE,2304251,Cruz,22.479,9.774.090,24.237.477,31.333.698,7.096.221,434.81,1078.23,1393.91,,
CE,2304269,Deputado Irapuan Pinheiro,9.095,4.885.934,12.186.068,14.444.404,2.258.336,537.21,1339.86,1588.17,,
CE,2304277,Ererê,6.840,4.887.270,7.464.203,11.746.681,4.282.478,714.51,1091.26,1717.35,,
CE,2304285,Eusébio,46.033,14.815.210,58.859.131,104.264.950,45.405.819,321.84,1278.63,2265.00,,
CE,2304301,Farias Brito,19.007,9.774.540,21.303.042,26.641.753,5.338.711,514.26,1120.80,1401.68,,
CE,2304350,Forquilha,21.786,9.876.806,19.927.621,26.144.934,6.217.313,453.36,914.70,1200.08,,
CE,2304400,Fortaleza,2.452.185,548.809.948,2.072.489.794,3.361.737.150,1.289.247.356,223.80,845.16,1370.91,,
CE,2304459,Fortim,14.817,8.145.450,14.945.577,21.556.403,6.610.826,549.74,1008.68,1454.84,,
CE,2304509,Frecheirinha,12.991,6.516.360,11.851.587,17.650.420,5.798.833,501.61,912.29,1358.67,,
CE,2304608,General Sampaio,6.218,4.887.270,12.290.773,13.453.845,1.163.072,785.99,1976.64,2163.69,,
CE,2304657,Graça,15.049,7.794.034,13.826.799,19.255.521,5.428.722,517.91,918.79,1279.52,,
CE,2304707,Granja,52.645,17.876.387,40.995.713,53.547.166,12.551.453,339.56,778.72,1017.14,,
CE,2304806,Granjeiro,4.629,4.887.270,6.887.243,11.410.757,4.523.514,1055.79,1487.85,2465.06,,
CE,2304905,Groaíras,10.228,4.887.270,10.276.109,15.473.767,5.197.658,477.83,1004.70,1512.88,,
CE,2304954,Guaiúba,24.091,11.403.631,21.160.965,28.773.014,7.612.049,473.36,878.38,1194.35,,
CE,2305001,Guaraciaba do Norte,37.775,14.661.811,36.291.589,43.293.299,7.001.710,388.14,960.73,1146.08,,
CE,2305100,Guaramiranga,4.164,4.887.270,8.657.180,11.888.274,3.231.094,1173.70,2079.05,2855.01,,
CE,2305209,Hidrolândia,19.325,9.774.540,20.309.581,24.517.143,4.207.562,505.80,1050.95,1268.67,,
CE,2305233,Horizonte,55.187,17.919.991,66.817.504,91.362.031,24.544.527,324.71,1210.75,1655.50,,
CE,2305266,Ibaretama,12.922,6.516.360,12.392.183,18.202.486,5.810.303,504.28,959.00,1408.64,,
CE,2305308,Ibiapina,23.808,11.403.631,23.126.666,32.007.157,8.880.491,478.98,971.38,1344.39,,
CE,2305332,Ibicuitinga,11.335,6.516.360,14.441.920,16.678.770,2.236.850,574.89,1274.10,1471.44,,
CE,2305357,Icapuí,18.392,9.774.540,17.873.183,34.879.575,17.006.392,531.46,971.79,1896.45,,
CE,2305407,Icó,65.456,19.549.081,50.917.082,67.465.571,16.548.489,298.66,777.88,1030.70,,
CE,2305506,Iguatu,96.495,24.436.351,82.534.785,108.058.245,25.523.460,253.24,855.33,1119.83,,
CE,2305605,Independência,25.573,11.403.631,20.330.693,29.831.217,9.500.524,445.92,795.01,1166.51,,
CE,2305654,Ipaporanga,11.343,6.516.360,14.159.538,16.318.954,2.159.416,574.48,1248.31,1438.68,,
CE,2305704,Ipaumirim,12.009,6.516.360,9.207.962,15.049.424,5.841.462,542.62,766.76,1253.18,,
CE,2305803,Ipu,40.296,14.661.811,32.132.848,49.874.853,17.742.005,363.85,797.42,1237.71,,
CE,2305902,Ipueiras,37.862,14.661.811,32.985.885,47.117.052,14.131.167,387.24,871.21,1244.44,,
CE,2306009,Iracema,13.722,8.145.450,17.114.403,20.220.752,3.106.349,593.61,1247.22,1473.60,,
CE,2306108,Irauçuba,22.324,9.774.540,23.630.732,30.044.146,6.413.414,437.85,1058.53,1345.82,,
CE,2306207,Itaiçaba,7.316,4.864.986,9.730.422,13.063.976,3.333.554,664.98,1330.02,1785.67,,
CE,2306256,Itaitinga,35.817,13.169.082,25.018.265,41.341.369,16.323.104,367.68,698.50,1154.24,,
CE,2306306,Itapagé,48.350,16.290.901,36.410.764,53.263.391,16.852.627,336.94,753.07,1101.62,,
CE,2306405,Itapipoca,116.065,26.065.441,77.040.176,115.349.854,38.309.678,224.58,663.77,993.84,,
CE,2306504,Itapiúna,18.626,9.774.540,16.756.554,24.436.096,7.679.542,524.78,899.63,1311.93,,
CE,2306553,Itarema,37.471,13.032.721,40.311.960,47.099.286,6.787.326,347.81,1075.82,1256.95,,
CE,2306603,Itatira,18.894,9.774.540,20.206.703,26.665.464,6.458.761,517.34,1069.48,1411.32,,
CE,2306702,Jaguaretama,17.863,9.774.540,19.405.713,22.113.899,2.708.186,547.19,1086.36,1237.97,,
CE,2306801,Jaguaribara,10.399,6.516.360,12.192.329,17.613.401,5.421.072,626.63,1172.45,1693.76,,
CE,2306900,Jaguaribe,34.409,13.032.721,33.346.293,41.848.194,8.501.901,378.76,969.12,1216.20,,
CE,2307007,Jaguaruana,32.236,13.169.075,27.269.377,38.443.274,11.173.897,408.52,845.93,1192.56,,
CE,2307106,Jardim,26.688,11.403.631,22.130.406,34.275.910,12.145.504,427.29,829.23,1284.32,,
CE,2307205,Jati,7.660,4.887.270,7.995.337,13.435.346,5.440.009,638.02,1043.78,1753.96,,
CE,2307254,Jijoca de Jericoacoara,17.002,8.247.925,16.599.895,23.447.790,6.847.895,485.11,976.35,1379.12,,
CE,2307304,Juazeiro do Norte,249.939,60.708.326,167.251.649,243.249.207,75.997.558,242.89,669.17,973.23,,
CE,2307403,Jucás,23.807,11.352.188,20.489.065,29.933.678,9.444.613,476.84,860.63,1257.35,,
CE,2307502,Lavras da Mangabeira,31.090,11.403.631,27.318.292,35.080.550,7.762.258,366.79,878.68,1128.35,,
CE,2307601,Limoeiro do Norte,56.264,17.919.991,59.483.572,67.072.736,7.589.164,318.50,1057.22,1192.11,,
CE,2307635,Madalena,18.088,9.774.540,19.729.450,24.853.947,5.124.497,540.39,1090.75,1374.06,,
CE,2307650,Maracanaú,209.057,60.708.326,229.363.544,356.934.760,127.571.216,290.39,1097.13,1707.36,,
CE,2307700,Maranguape,113.561,26.065.441,80.753.706,107.183.234,26.429.528,229.53,711.10,943.84,,
CE,2307809,Marco,24.703,11.403.631,25.836.462,34.861.165,9.024.703,461.63,1045.88,1411.21,,
CE,2307908,Martinópole,10.214,6.620.125,10.361.609,16.808.821,6.447.212,648.14,1014.45,1645.66,,
CE,2308005,Massapê,35.191,13.032.721,22.948.343,39.068.032,16.119.689,370.34,652.11,1110.17,,
CE,2308104,Mauriti,44.240,16.290.901,32.176.318,48.860.713,16.684.395,368.24,727.31,1104.45,,
CE,2308203,Meruoca,13.693,6.516.360,17.628.309,18.445.296,816.987,475.89,1287.40,1347.06,,
CE,2308302,Milagres,28.316,11.403.631,21.803.633,30.240.270,8.436.637,402.73,770.01,1067.96,,
CE,2308351,Milhã,13.086,8.145.450,12.576.465,19.769.480,7.193.015,622.46,961.06,1510.74,,
CE,2308377,Miraíma,12.800,6.605.805,12.316.510,17.806.143,5.489.633,516.08,962.23,1391.10,,
CE,2308401,Missão Velha,34.274,13.032.721,28.922.715,39.100.435,10.177.720,380.25,843.87,1140.82,,
CE,2308500,Mombaça,42.690,16.290.900,23.648.177,40.661.542,17.013.365,381.61,553.95,952.48,,
CE,2308609,Monsenhor Tabosa,16.705,9.774.540,16.871.609,24.983.305,8.111.696,585.13,1009.97,1495.56,,
CE,2308708,Morada Nova,62.065,19.549.071,45.688.452,77.269.918,31.581.466,314.98,736.14,1244.98,,
CE,2308807,Moraújo,8.070,4.887.270,8.914.104,12.574.285,3.660.181,605.61,1104.60,1558.15,,
CE,2308906,Morrinhos,20.700,9.774.540,16.880.300,23.388.606,6.508.306,472.20,815.47,1129.88,,
CE,2309003,Mucambo,14.102,8.145.450,12.974.348,21.769.404,8.795.056,577.61,920.04,1543.71,,
CE,2309102,Mulungu,11.485,6.516.360,10.819.684,15.240.672,4.420.988,567.38,942.07,1327.01,,
CE,2309201,Nova Olinda,14.256,8.145.450,16.559.428,21.803.939,5.244.511,571.37,1161.58,1529.46,,
CE,2309300,Nova Russas,30.965,12.762.043,28.688.545,40.582.987,11.894.442,412.14,926.48,1310.61,,
CE,2309409,Novo Oriente,27.453,11.403.641,26.541.520,32.027.793,5.486.273,415.39,966.80,1166.64,,
CE,2309458,Ocara,24.007,11.403.541,24.787.703,32.726.898,7.939.195,475.01,1032.52,1363.22,,
CE,2309508,Orós,21.389,9.774.540,19.262.636,26.047.498,6.784.862,456.99,900.59,1217.80,,
CE,2309607,Pacajus,61.838,17.919.991,44.051.199,67.908.316,23.857.117,289.79,712.36,1098.16,,
CE,2309706,Pacatuba,72.299,21.178.171,47.237.744,71.709.761,24.472.017,292.92,653.37,991.85,,
CE,2309805,Pacoti,11.607,6.516.360,13.619.942,17.516.781,3.896.839,561.42,1173.42,1509.16,,
CE,2309904,Pacujá,5.986,4.938.402,11.193.040,11.993.386,800.346,824.99,1869.87,2003.57,,
CE,2310001,Palhano,8.866,4.888.816,8.847.572,12.552.444,3.704.872,551.41,997.92,1415.80,,
CE,2310100,Palmácia,12.005,6.516.360,10.853.334,15.973.998,5.120.664,542.80,904.07,1330.61,,
CE,2310209,Paracuru,31.636,13.032.721,35.412.940,51.949.751,16.536.811,411.96,1119.39,1642.11,,
CE,2310258,Paraipaba,30.041,11.403.631,24.575.790,34.621.209,10.045.419,379.60,818.07,1152.47,,
CE,2310308,Parambu,31.309,13.169.075,28.262.477,42.596.321,14.333.844,420.62,902.69,1360.51,,
CE,2310407,Paramoti,11.308,6.516.360,17.175.610,19.514.782,2.339.172,576.26,1518.89,1725.75,,
CE,2310506,Pedra Branca,41.890,14.661.811,33.192.230,46.130.220,12.937.990,350.01,792.37,1101.22,,
CE,2310605,Penaforte,8.226,4.887.270,13.534.540,14.839.596,1.305.056,594.12,1645.34,1803.99,,
CE,2310704,Pentecoste,35.400,13.032.721,38.605.895,41.599.881,2.993.986,368.16,1090.56,1175.14,,
CE,2310803,Pereiro,15.757,8.145.450,19.732.743,22.015.411,2.282.668,516.94,1252.32,1397.18,,
CE,2310852,Pindoretama,18.683,9.056.904,16.650.458,25.608.591,8.958.133,484.77,891.21,1370.69,,
CE,2310902,Piquet Carneiro,15.467,8.145.450,11.852.313,18.136.476,6.284.163,526.63,766.30,1172.59,,
CE,2310951,Pires Ferreira,10.216,4.887.281,9.852.988,17.103.418,7.250.430,478.39,964.47,1674.18,,
CE,2311009,Poranga,12.001,7.794.034,13.826.799,19.255.521,5.428.722,649.45,1152.14,1604.49,,
CE,2311108,Porteiras,15.061,8.145.450,17.476.797,20.609.408,3.132.611,540.83,1160.40,1368.40,,
CE,2311207,Potengi,10.276,4.938.415,11.919.387,13.868.276,1.948.889,480.58,1159.92,1349.58,,
CE,2311231,Potiretama,6.126,4.887.270,13.171.112,11.819.524,-1.351.588,797.79,2150.03,1929.40,,
CE,2311264,Quiterianópolis,19.921,7.794.034,13.826.799,19.255.521,5.428.722,391.25,694.08,966.59,,
CE,2311306,Quixadá,80.604,21.178.171,52.609.734,80.146.430,27.536.696,262.74,652.69,994.32,,
CE,2311355,Quixelô,15.000,8.230.672,16.078.846,22.746.168,6.667.322,548.71,1071.92,1516.41,,
CE,2311405,Quixeramobim,71.887,21.211.221,55.939.322,79.016.370,23.077.048,295.06,778.16,1099.17,,
CE,2311504,Quixeré,19.412,9.774.540,18.269.094,26.495.281,8.226.187,503.53,941.12,1364.89,,
CE,2311603,Redenção,26.415,11.403.631,25.533.268,36.697.685,11.164.417,431.71,966.62,1389.27,,
CE,2311702,Reriutaba,19.455,9.774.540,16.707.038,25.737.157,9.030.119,502.42,858.75,1322.91,,
CE,2311801,Russas,69.833,19.739.227,48.241.911,76.038.825,27.796.914,282.66,690.82,1088.87,,
CE,2311900,Saboeiro,15.752,8.145.450,18.102.460,23.170.862,5.068.402,517.11,1149.22,1470.98,,
CE,2311959,Salitre,15.453,8.145.450,17.179.256,22.830.435,5.651.179,527.11,1111.71,1477.41,,
CE,2312007,Santana do Acaraú,29.946,11.143.070,26.180.458,35.280.596,9.100.138,372.11,874.26,1178.14,,
CE,2312106,Santana do Cariri,17.170,9.774.540,17.224.670,24.944.134,7.719.464,569.28,1003.18,1452.77,,
CE,2312205,Santa Quitéria,42.763,16.290.901,38.826.822,53.608.235,14.781.413,380.96,907.95,1253.61,,
CE,2312304,São Benedito,44.178,16.290.942,24.705.309,47.450.612,22.745.303,368.76,559.22,1074.08,,
CE,2312403,São Gonçalo do Amarante,43.890,14.661.811,51.955.038,82.694.103,30.739.065,334.06,1183.76,1884.12,,
CE,2312502,São João do Jaguaribe,7.900,4.887.270,8.759.178,12.490.263,3.731.085,618.64,1108.76,1581.05,,
CE,2312601,São Luís do Curu,12.332,6.516.360,13.025.799,18.130.657,5.104.858,528.41,1056.26,1470.21,,
CE,2312700,Senador Pompeu,26.469,11.403.631,22.314.337,31.635.328,9.320.991,430.83,843.04,1195.18,,
CE,2312809,Senador Sá,6.852,4.887.270,7.662.996,11.806.295,4.143.299,713.26,1118.36,1723.04,,
CE,2312908,Sobral,188.233,61.670.632,207.296.026,335.860.213,128.564.187,327.63,1101.27,1784.28,,
CE,2313005,Solonópole,17.665,9.774.540,17.207.260,24.539.035,7.331.775,553.33,974.09,1389.13,,
CE,2313104,Tabuleiro do Norte,29.204,11.403.631,22.994.475,30.550.808,7.556.333,390.48,787.37,1046.12,,
CE,2313203,Tamboril,25.451,11.037.308,33.447.735,38.515.221,5.067.486,433.67,1314.20,1513.31,,
CE,2313252,Tarrafas,8.910,4.887.270,9.494.743,13.715.214,4.220.471,548.52,1065.63,1539.31,,
CE,2313302,Tauá,55.716,18.107.478,53.633.016,68.374.563,14.741.547,325.00,962.61,1227.20,,
CE,2313351,Tejuçuoca,16.827,8.145.450,19.199.986,24.152.500,4.952.514,484.07,1141.02,1435.34,,
CE,2313401,Tianguá,68.892,19.549.081,47.795.663,76.180.395,28.384.732,283.76,693.78,1105.79,,
CE,2313500,Trairi,51.422,18.107.478,37.845.215,54.696.745,16.851.530,352.13,735.97,1063.68,,
CE,2313559,Tururu,14.408,8.145.450,18.065.507,19.381.414,1.315.907,565.34,1253.85,1345.18,,
CE,2313609,Ubajara,31.787,13.032.721,26.892.913,37.709.714,10.816.801,410.00,846.03,1186.33,,
CE,2313708,Umari,7.545,4.887.270,7.471.824,11.029.718,3.557.894,647.75,990.30,1461.86,,
CE,2313757,Umirim,18.802,9.774.540,14.743.862,23.565.654,8.821.792,519.87,784.16,1253.36,,
CE,2313807,Uruburetama,19.765,9.774.540,22.115.158,25.003.616,2.888.458,494.54,1118.91,1265.05,,
CE,2313906,Uruoca,12.883,8.145.450,13.854.040,19.872.472,6.018.432,632.26,1075.37,1542.53,,
CE,2313955,Varjota,17.593,9.774.540,17.303.448,23.842.026,6.538.578,555.59,983.54,1355.20,,
CE,2314003,Várzea Alegre,38.434,14.661.811,31.548.955,39.829.343,8.280.388,381.48,820.86,1036.30,,
CE,2314102,Viçosa do Ceará,54.955,17.919.991,46.771.822,65.886.802,19.114.980,326.08,851.09,1198.92,,
MA,2100055,Açailândia,104.047,21.003.553,80.725.472,129.601.737,48.876.265,201.87,775.86,1245.61,,
MA,2100105,Afonso Cunha,5.905,4.250.526,5.735.140,10.063.946,4.328.806,719.82,971.23,1704.31,,
MA,2100154,Água Doce do Maranhão,11.581,5.600.947,12.481.649,14.019.100,1.537.451,483.63,1077.77,1210.53,,
MA,2100204,Alcântara,21.851,8.401.421,15.388.318,22.227.954,6.839.636,384.49,704.24,1017.25,,
MA,2100303,Aldeias Altas,23.952,8.401.421,23.014.340,27.038.100,4.023.760,350.76,960.85,1128.85,,
MA,2100402,Altamira do Maranhão,11.063,4.969.662,5.930.550,10.258.244,4.327.694,449.21,536.07,927.26,,
MA,2100436,Alto Alegre do Maranhão,24.599,8.401.421,19.735.269,23.026.762,3.291.493,341.54,802.28,936.09,,
MA,2100477,Alto Alegre do Pindaré,31.057,11.201.895,28.496.012,36.541.833,8.045.821,360.69,917.54,1176.61,,
MA,2100501,Alto Parnaíba,10.766,5.600.947,13.898.428,16.525.558,2.627.130,520.24,1290.96,1534.98,,
MA,2100550,Amapá do Maranhão,6.431,4.200.711,14.831.330,10.059.381,-4.771.949,653.20,2306.22,1564.20,,
MA,2100600,Amarante do Maranhão,37.932,12.675.651,32.276.110,38.112.182,5.836.072,334.17,850.89,1004.75,,
MA,2100709,Anajatuba,25.291,9.801.658,17.245.137,26.893.928,9.648.791,387.56,681.87,1063.38,,
MA,2100808,Anapurus,13.939,5.650.474,15.738.152,19.743.138,4.004.986,405.37,1129.07,1416.40,,
MA,2100832,Apicum-Açu,14.959,7.001.184,14.707.934,17.909.176,3.201.242,468.02,983.22,1197.22,,
MA,2100873,Araguanã,13.973,5.600.947,12.522.862,12.642.515,119.653,400.84,896.22,904.78,,
