Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
PI,2205458,Joca Marques,5.100,3.829.601,5.059.582,7.939.565,2.879.983,750.90,992.07,1556.78,,
PI,2205508,José de Freitas,37.085,3.415.845,8.669.075,13.643.421,4.974.346,92.11,233.76,367.90,,
PI,2205516,Juazeiro do Piauí,4.757,7.794.034,13.826.799,19.255.521,5.428.722,1638.43,2906.62,4047.83,,
PI,2205524,Júlio Borges,5.373,3.829.601,5.612.086,8.423.589,2.811.503,712.75,1044.50,1567.76,,
PI,2205532,Jurema,4.517,7.794.034,13.826.799,19.255.521,5.428.722,1725.49,3061.06,4262.90,,
PI,2205540,Lagoinha do Piauí,2.656,3.829.601,3.681.351,5.631.674,1.950.323,1441.87,1386.05,2120.36,,
PI,2205557,Lagoa Alegre,8.008,3.829.601,8.179.694,10.063.275,1.883.581,478.22,1021.44,1256.65,,
PI,2205565,Lagoa do Barro do Piauí,4.523,3.829.601,5.950.414,7.576.701,1.626.287,846.69,1315.59,1675.15,,
PI,2205573,Lagoa de São Francisco,6.422,7.794.034,13.826.799,19.255.521,5.428.722,1213.65,2153.04,2998.37,,
PI,2205581,Lagoa do Piauí,3.863,3.829.601,5.037.784,7.067.265,2.029.481,991.35,1304.11,1829.48,,
PI,2205599,Lagoa do Sítio,4.850,3.829.601,4.962.900,7.455.791,2.492.891,789.61,1023.28,1537.28,,
PI,2205607,Landri Sales,5.281,7.794.034,13.826.799,19.255.521,5.428.722,1475.86,2618.22,3646.19,,
PI,2205706,Luís Correia,28.406,7.794.034,13.826.799,19.255.521,5.428.722,274.38,486.76,677.87,,
PI,2205805,Luzilândia,24.721,7.794.034,13.826.799,19.255.521,5.428.722,315.28,559.31,778.91,,
PI,2205854,Madeiro,7.816,3.829.601,7.261.129,9.202.975,1.941.846,489.97,929.01,1177.45,,
PI,2205904,Manoel Emídio,5.213,7.794.034,13.826.799,19.255.521,5.428.722,1495.11,2652.37,3693.75,,
PI,2205953,Marcolândia,7.812,3.829.601,6.272.518,9.505.424,3.232.906,490.22,802.93,1216.77,,
PI,2206001,Marcos Parente,4.456,3.829.601,3.934.854,6.209.669,2.274.815,859.43,883.05,1393.55,,
PI,2206050,Massapê do Piauí,6.220,3.829.601,5.631.114,8.096.645,2.465.531,615.69,905.32,1301.71,,
PI,2206100,Matias Olímpio,10.473,5.106.135,7.922.614,11.674.497,3.751.883,487.55,756.48,1114.72,,
PI,2206209,Miguel Alves,32.289,10.236.087,23.092.028,33.443.778,10.351.750,317.01,715.17,1035.76,,
PI,2206308,Miguel Leão,1.253,3.829.601,3.213.491,4.802.936,1.589.445,3056.35,2564.64,3833.15,,
PI,2206357,Milton Brandão,6.769,3.829.601,8.018.888,9.530.656,1.511.768,565.76,1184.65,1407.99,,
PI,2206407,Monsenhor Gil,10.333,5.106.135,9.229.788,12.989.047,3.759.259,494.16,893.23,1257.05,,
PI,2206506,Monsenhor Hipólito,7.391,3.829.601,6.309.137,8.128.642,1.819.505,518.14,853.62,1099.80,,
PI,2206605,Monte Alegre do Piauí,10.345,5.106.135,10.048.224,12.691.792,2.643.568,493.58,971.31,1226.85,,
PI,2206654,Morro Cabeça no Tempo,4.068,3.829.601,5.603.860,7.973.537,2.369.677,941.40,1377.55,1960.06,,
PI,2206670,Morro do Chapéu do Piauí,6.499,3.829.601,6.746.663,9.386.241,2.639.578,589.26,1038.11,1444.26,,
PI,2206696,Murici dos Portelas,8.464,3.829.601,7.088.978,9.427.670,2.338.692,452.46,837.54,1113.86,,
PI,2206704,Nazaré do Piauí,7.321,3.829.601,6.228.409,8.093.783,1.865.374,523.10,850.76,1105.56,,
PI,2206720,Nazária,8.068,7.794.034,13.826.799,19.255.521,5.428.722,966.04,1713.78,2386.65,,
PI,2206753,Nossa Senhora de Nazaré,4.556,3.829.601,4.165.039,6.657.487,2.492.448,840.56,914.19,1461.26,,
PI,2206803,Nossa Senhora dos Remédios,8.206,7.794.034,13.826.799,19.255.521,5.428.722,949.80,1684.96,2346.52,,
PI,2206902,Novo Oriente do Piauí,6.498,3.829.601,5.784.884,8.166.683,2.381.799,589.35,890.26,1256.80,,
PI,2206951,Novo Santo Antônio,3.260,3.829.601,4.612.837,6.227.231,1.614.394,1174.72,1414.98,1910.19,,
PI,2207009,Oeiras,35.640,10.212.270,24.328.173,30.115.831,5.787.658,286.54,682.61,845.00,,
PI,2207108,Olho D'Água do Piauí,2.626,3.829.601,3.704.413,6.112.937,2.408.524,1458.34,1410.67,2327.85,,
PI,2207207,Padre Marcos,6.657,3.829.601,5.234.775,8.406.236,3.171.461,575.27,786.36,1262.77,,
PI,2207306,Paes Landim,4.059,3.829.621,4.394.287,6.922.337,2.528.050,943.49,1082.60,1705.43,,
PI,2207355,Pajeú do Piauí,3.363,3.829.601,4.235.511,6.064.509,1.828.998,1138.75,1259.44,1803.30,,
PI,2207405,Palmeira do Piauí,4.993,3.829.601,5.846.416,8.503.306,2.656.890,766.99,1170.92,1703.05,,
PI,2207504,Palmeirais,13.745,6.382.669,10.911.882,15.639.330,4.727.448,464.36,793.88,1137.82,,
PI,2207553,Paquetá,4.147,3.829.601,3.771.585,6.671.650,2.900.065,923.46,909.47,1608.79,,
PI,2207603,Parnaguá,10.276,5.106.135,9.879.403,13.914.732,4.035.329,496.90,961.41,1354.10,,
PI,2207702,Parnaíba,145.705,52.380.665,81.123.672,139.688.003,58.564.331,359.50,556.77,958.70,,
PI,2207751,Passagem Franca do Piauí,4.546,7.794.034,13.826.799,19.255.521,5.428.722,1714.48,3041.53,4235.71,,
PI,2207777,Patos do Piauí,6.105,7.794.034,13.826.799,19.255.521,5.428.722,1276.66,2264.83,3154.06,,
PI,2207793,Pau D'Arco do Piauí,3.757,7.794.034,13.826.799,19.255.521,5.428.722,2074.54,3680.28,5125.24,,
PI,2207801,Paulistana,19.785,7.667.295,19.414.415,25.458.293,6.043.878,387.53,981.27,1286.75,,
PI,2207850,Pavussu,3.663,7.794.034,13.826.799,19.255.521,5.428.722,2127.77,3774.72,5256.76,,
PI,2207900,Pedro II,37.496,11.488.803,25.217.553,32.475.096,7.257.543,306.40,672.54,866.09,,
PI,2207934,Pedro Laurentino,2.407,3.829.601,3.679.841,6.316.987,2.637.146,1591.03,1528.81,2624.42,,
PI,2207959,Nova Santa Rita,4.187,7.794.034,13.826.799,19.255.521,5.428.722,1861.48,3302.32,4598.88,,
PI,2208007,Picos,73.414,16.594.938,49.856.801,87.597.814,37.741.013,226.05,679.12,1193.20,,
PI,2208106,Pimenteiras,11.733,7.794.034,13.826.799,19.255.521,5.428.722,664.28,1178.45,1641.14,,
PI,2208205,Pio IX,17.671,7.659.202,11.101.138,18.723.724,7.622.586,433.43,628.21,1059.57,,
PI,2208304,Piracuruca,27.553,8.935.736,18.797.283,25.935.142,7.137.859,324.31,682.22,941.28,,
PI,2208403,Piripiri,61.834,15.318.405,45.815.055,57.923.392,12.108.337,247.73,740.94,936.76,,
PI,2208502,Porto,11.897,5.106.135,10.426.533,14.539.652,4.113.119,429.20,876.40,1222.13,,
PI,2208551,Porto Alegre do Piauí,2.559,3.829.601,4.024.429,6.540.810,2.516.381,1496.52,1572.66,2556.00,,
PI,2208601,Prata do Piauí,3.085,7.794.034,13.826.799,19.255.521,5.428.722,2526.43,4481.94,6241.66,,
PI,2208650,Queimada Nova,8.553,3.829.601,8.366.616,10.340.444,1.973.828,447.75,978.21,1208.98,,
PI,2208700,Redenção do Gurguéia,8.400,3.829.601,6.803.761,9.402.688,2.598.927,455.90,809.97,1119.37,,
PI,2208809,Regeneração,17.556,7.659.202,13.841.172,19.998.816,6.157.644,436.27,788.40,1139.14,,
PI,2208858,Riacho Frio,4.241,3.829.601,4.655.276,8.382.551,3.727.275,902.99,1097.68,1976.55,,
PI,2208874,Ribeira do Piauí,4.263,3.829.601,4.156.447,7.155.878,2.999.431,898.33,975.01,1678.60,,
PI,2208908,Ribeiro Gonçalves,6.845,3.829.601,6.077.836,10.407.500,4.329.664,559.47,887.92,1520.45,,
PI,2209005,Rio Grande do Piauí,6.273,3.829.601,5.210.179,7.533.108,2.322.929,610.49,830.57,1200.88,,
PI,2209104,Santa Cruz do Piauí,6.027,3.829.601,3.642.379,6.742.909,3.100.530,635.41,604.34,1118.78,,
PI,2209153,Santa Cruz dos Milagres,3.794,3.829.601,3.656.114,6.437.748,2.781.634,1009.38,963.66,1696.82,,
PI,2209203,Santa Filomena,6.096,3.829.601,6.832.596,8.893.568,2.060.972,628.22,1120.83,1458.92,,
PI,2209302,Santa Luz,5.513,3.864.407,4.776.766,7.246.160,2.469.394,700.96,866.45,1314.38,,
PI,2209351,Santana do Piauí,4.917,3.829.601,4.327.356,6.884.452,2.557.096,778.85,880.08,1400.13,,
PI,2209377,Santa Rosa do Piauí,5.149,3.829.601,4.801.471,6.897.279,2.095.808,743.76,932.51,1339.54,,
PI,2209401,Santo Antônio de Lisboa,6.007,7.794.034,13.826.799,19.255.521,5.428.722,1297.49,2301.78,3205.51,,
PI,2209450,Santo Antônio dos Milagres,2.059,3.829.601,3.578.430,5.667.710,2.089.280,1859.93,1737.95,2752.65,,
PI,2209500,Santo Inácio do Piauí,3.648,3.829.601,3.394.015,6.064.201,2.670.186,1049.78,930.38,1662.34,,
PI,2209559,São Braz do Piauí,4.313,3.829.601,4.494.425,7.445.659,2.951.234,887.92,1042.06,1726.33,,
PI,2209609,São Félix do Piauí,3.069,3.829.601,4.278.694,6.275.910,1.997.216,1247.83,1394.17,2044.94,,
PI,2209658,São Francisco de Assis do Piauí,5.567,7.794.034,13.826.799,19.255.521,5.428.722,1400.04,2483.71,3458.87,,
PI,2209708,São Francisco do Piauí,6.298,3.829.601,6.173.343,8.572.110,2.398.767,608.07,980.21,1361.08,,
PI,2209757,São Gonçalo do Gurguéia,2.825,7.794.034,13.826.799,19.255.521,5.428.722,2758.95,4894.44,6816.11,,
PI,2209807,São Gonçalo do Piauí,4.754,3.829.601,5.510.055,6.876.565,1.366.510,805.55,1159.04,1446.48,,
PI,2209856,São João da Canabrava,4.445,3.829.601,4.394.260,7.184.385,2.790.125,861.55,988.58,1616.28,,
PI,2209872,São João da Fronteira,5.608,3.829.601,6.678.632,8.544.366,1.865.734,682.88,1190.91,1523.60,,
PI,2209906,São João da Serra,6.157,3.829.601,4.763.061,8.321.213,3.558.152,621.99,773.60,1351.50,,
PI,2209955,São João da Varjota,4.651,3.829.601,5.209.165,6.848.948,1.639.783,823.39,1120.01,1472.58,,
PI,2209971,São João do Arraial,7.336,3.829.601,7.016.730,9.174.344,2.157.614,522.03,956.48,1250.59,,
PI,2210003,São João do Piauí,19.548,7.659.202,12.411.119,21.694.422,9.283.303,391.82,634.90,1109.80,,
PI,2210052,São José do Divino,5.148,3.829.601,5.556.183,7.580.875,2.024.692,743.90,1079.29,1472.59,,
PI,2210102,São José do Peixe,3.700,3.829.601,4.681.906,6.968.708,2.286.802,1035.03,1265.38,1883.43,,
PI,2210201,São José do Piauí,6.591,3.829.601,5.049.640,7.664.855,2.615.215,581.03,766.14,1162.93,,
PI,2210300,São Julião,5.675,3.829.601,7.026.885,8.678.272,1.651.387,674.82,1238.22,1529.21,,
PI,2210359,São Lourenço do Piauí,4.427,3.829.601,5.343.147,7.077.570,1.734.423,865.06,1206.95,1598.73,,
PI,2210375,São Luis do Piauí,2.561,3.829.601,2.923.860,5.711.734,2.787.874,1495.35,1141.69,2230.27,,
PI,2210383,São Miguel da Baixa Grande,2.110,3.829.601,3.814.591,5.729.060,1.914.469,1814.98,1807.86,2715.19,,
PI,2210391,São Miguel do Fidalgo,2.976,3.829.601,3.707.026,6.308.854,2.601.828,1286.83,1245.64,2119.91,,
PI,2210409,São Miguel do Tapuio,18.134,7.659.202,13.161.803,19.459.809,6.298.006,422.37,725.81,1073.11,,
PI,2210508,São Pedro do Piauí,13.639,7.794.034,13.826.799,19.255.521,5.428.722,571.45,1013.77,1411.80,,
PI,2210607,São Raimundo Nonato,32.327,10.212.270,21.632.844,28.464.601,6.831.757,315.91,669.19,880.52,,
PI,2210623,Sebastião Barros,3.560,3.829.601,5.744.994,7.792.926,2.047.932,1075.73,1613.76,2189.02,,
PI,2210631,Sebastião Leal,4.116,7.794.034,13.826.799,19.255.521,5.428.722,1893.59,3359.28,4678.21,,
PI,2210656,Sigefredo Pacheco,9.619,7.794.034,13.826.799,19.255.521,5.428.722,810.27,1437.45,2001.82,,
PI,2210706,Simões,14.180,6.382.669,11.720.985,16.705.819,4.984.834,450.12,826.59,1178.13,,
PI,2210805,Simplício Mendes,12.077,5.106.232,9.711.160,14.358.472,4.647.312,422.81,804.10,1188.91,,
PI,2210904,Socorro do Piauí,4.522,3.829.601,4.222.547,7.370.603,3.148.056,846.88,933.78,1629.94,,
PI,2210938,Sussuapara,6.229,3.829.601,4.842.548,7.133.622,2.291.074,614.80,777.42,1145.23,,
PI,2210953,Tamboril do Piauí,2.753,3.829.603,3.457.417,6.203.499,2.746.082,1391.07,1255.87,2253.36,,
PI,2210979,Tanque do Piauí,2.620,3.829.601,3.763.272,5.734.780,1.971.508,1461.68,1436.36,2188.85,,
PI,2211001,Teresina,814.230,274.404.974,735.568.895,1.265.602.236,530.033.341,337.01,903.39,1554.35,,
PI,2211100,União,42.654,11.488.803,33.722.883,41.711.957,7.989.074,269.35,790.61,977.91,,
PI,2211209,Uruçuí,20.149,7.659.202,24.361.524,39.115.032,14.753.508,380.13,1209.07,1941.29,,
PI,2211308,Valença do Piauí,20.326,7.566.246,14.698.978,19.604.428,4.905.450,372.24,723.16,964.50,,
PI,2211357,Várzea Branca,4.913,3.766.395,5.522.918,7.252.590,1.729.672,766.62,1124.14,1476.20,,
PI,2211407,Várzea Grande,4.336,3.829.601,4.016.587,6.655.852,2.639.265,883.21,926.33,1535.02,,
PI,2211506,Vera Mendes,2.986,3.829.601,4.927.168,6.779.370,1.852.202,1282.52,1650.09,2270.39,,
PI,2211605,Vila Nova do Piauí,3.076,3.829.601,3.866.663,6.182.304,2.315.641,1244.99,1257.04,2009.85,,
PI,2211704,Wall Ferraz,4.280,3.829.601,4.243.938,7.179.993,2.936.055,894.77,991.57,1677.57,,
RN,2400109,Acari,11.035,6.370.995,8.963.409,13.536.051,4.572.642,577.34,812.27,1226.65,,
RN,2400208,Açu,53.227,17.520.236,37.901.684,57.265.834,19.364.150,329.16,712.08,1075.88,,
RN,2400307,Afonso Bezerra,10.844,7.794.034,13.826.799,19.255.521,5.428.722,718.74,1275.06,1775.68,,
RN,2400406,Água Nova,2.980,5.028.613,6.291.413,7.847.061,1.555.648,1687.45,2111.21,2633.24,,
RN,2400505,Alexandria,13.507,7.963.744,11.554.649,17.851.553,6.296.904,589.60,855.46,1321.65,,
RN,2400604,Almino Afonso,4.871,4.778.246,5.924.079,8.887.124,2.963.045,980.96,1216.19,1824.50,,
RN,2400703,Alto do Rodrigues,12.305,6.370.995,22.576.158,27.204.711,4.628.553,517.76,1834.71,2210.87,,
RN,2400802,Angicos,11.549,6.370.986,9.548.529,14.355.149,4.806.620,551.65,826.78,1242.98,,
RN,2400901,Antônio Martins,6.907,4.778.246,8.578.837,10.962.640,2.383.803,691.80,1242.05,1587.18,,
RN,2401008,Apodi,34.763,12.742.066,32.998.938,38.674.878,5.675.940,366.54,949.25,1112.53,,
RN,2401107,Areia Branca,25.315,11.149.241,39.294.445,57.505.924,18.211.479,440.42,1552.22,2271.61,,
RN,2401206,Arês,12.924,6.370.995,16.326.672,23.034.982,6.708.310,492.96,1263.28,1782.34,,
RN,2401305,Augusto Severo,9.289,7.794.034,13.826.799,19.255.521,5.428.722,839.06,1488.51,2072.94,,
RN,2401404,Baía Formosa,8.573,4.778.246,11.648.180,17.745.742,6.097.562,557.36,1358.71,2069.96,,
RN,2401453,Baraúna,24.182,11.149.241,21.470.376,30.210.898,8.740.522,461.06,887.87,1249.31,,
RN,2401503,Barcelona,3.950,7.794.034,13.826.799,19.255.521,5.428.722,1973.17,3500.46,4874.82,,
RN,2401602,Bento Fernandes,5.113,4.778.118,6.929.712,9.439.938,2.510.226,934.50,1355.31,1846.26,,
RN,2401651,Bodó,2.425,4.778.245,6.213.512,8.774.153,2.560.641,1970.41,2562.27,3618.21,,
RN,2401701,Bom Jesus,9.440,4.778.246,7.331.458,11.238.906,3.907.448,506.17,776.64,1190.56,,
RN,2401800,Brejinho,11.577,6.370.995,12.022.155,15.556.152,3.533.997,550.31,1038.45,1343.71,,
RN,2401859,Caiçara do Norte,6.016,4.778.246,3.627.970,7.932.676,4.304.706,794.26,603.05,1318.60,,
RN,2401909,Caiçara do Rio do Vento,3.308,4.778.246,5.435.712,7.972.717,2.537.005,1444.45,1643.20,2410.13,,
RN,2402006,Caicó,62.709,19.112.984,33.710.119,63.477.549,29.767.430,304.79,537.56,1012.26,,
RN,2402105,Campo Redondo,10.266,6.503.745,9.572.870,13.075.168,3.502.298,633.52,932.48,1273.64,,
RN,2402204,Canguaretama,30.916,11.549.241,28.441.680,39.148.337,10.706.657,373.57,919.97,1266.28,,
RN,2402303,Caraúbas,19.576,9.556.492,23.047.741,27.454.589,4.406.848,488.17,1177.35,1402.46,,
RN,2402402,Carnaúba dos Dantas,7.429,4.429.046,8.037.021,8.850.110,813.089,596.18,1081.84,1191.29,,
RN,2402501,Carnaubais,9.762,7.794.034,13.826.799,19.255.521,5.428.722,798.41,1416.39,1972.50,,
RN,2402600,Ceará-Mirim,68.141,19.112.984,58.535.117,73.543.500,15.008.383,280.49,859.03,1079.28,,
RN,2402709,Cerro Corá,10.916,6.370.995,12.563.700,15.087.365,2.523.665,583.64,1150.94,1382.13,,
RN,2402808,Coronel Ezequiel,5.405,4.778.246,7.373.301,8.702.929,1.329.628,884.04,1364.16,1610.16,,
RN,2402907,Coronel João Pessoa,4.772,4.778.246,7.919.720,10.061.451,2.141.731,1001.31,1659.62,2108.43,,
RN,2403004,Cruzeta,7.967,4.778.246,7.048.540,10.272.499,3.223.959,599.75,884.72,1289.38,,
RN,2403103,Currais Novos,42.652,14.335.076,28.609.861,41.000.904,12.391.043,336.09,670.77,961.29,,
RN,2403202,Doutor Severiano,6.492,4.778.246,8.278.566,10.908.400,2.629.834,736.02,1275.20,1680.28,,
RN,2403251,Parnamirim,202.456,52.892.918,165.425.330,234.975.926,69.550.596,261.26,817.09,1160.63,,
RN,2403301,Encanto,5.231,4.778.259,5.503.536,8.958.484,3.454.948,913.45,1052.10,1712.58,,
RN,2403400,Equador,5.822,4.778.246,6.079.245,9.441.209,3.361.964,820.72,1044.18,1621.64,,
RN,2403509,Espírito Santo,10.475,6.370.995,7.431.864,11.005.347,3.573.483,608.21,709.49,1050.63,,
RN,2403608,Extremoz,24.569,9.556.492,23.430.940,31.696.439,8.265.499,388.97,953.68,1290.10,,
RN,2403707,Felipe Guerra,5.734,7.794.034,13.826.799,19.255.521,5.428.722,1359.27,2411.37,3358.13,,
RN,2403756,Fernando Pedroza,2.854,4.791.107,4.967.877,7.198.070,2.230.193,1678.73,1740.67,2522.10,,
RN,2403806,Florânia,8.959,4.675.782,7.078.572,9.407.136,2.328.564,521.91,790.11,1050.02,,
RN,2403905,Francisco Dantas,2.874,4.578.272,4.733.375,7.229.140,2.495.765,1593.00,1646.96,2515.36,,
RN,2404002,Frutuoso Gomes,4.233,4.778.246,5.876.502,8.661.062,2.784.560,1128.81,1388.26,2046.08,,
RN,2404101,Galinhos,2.159,7.794.034,13.826.799,19.255.521,5.428.722,3610.02,6404.26,8918.72,,
RN,2404200,Goianinha,22.481,9.556.492,26.783.692,41.300.560,14.516.868,425.09,1191.39,1837.13,,
RN,2404309,Governador Dix-Sept Rosado,12.374,6.370.995,14.928.996,22.353.446,7.424.450,514.87,1206.48,1806.49,,
RN,2404408,Grossos,9.393,4.778.246,8.215.795,13.913.963,5.698.168,508.70,874.67,1481.31,,
RN,2404507,Guamaré,12.404,7.794.034,13.826.799,19.255.521,5.428.722,628.35,1114.70,1552.36,,
RN,2404606,Ielmo Marinho,12.171,6.370.995,20.678.252,24.868.216,4.189.964,523.46,1698.98,2043.24,,
RN,2404705,Ipanguaçu,13.856,7.963.764,13.573.305,20.390.537,6.817.232,574.75,979.60,1471.60,,
RN,2404804,Ipueira,2.077,4.778.246,4.685.572,6.609.557,1.923.985,2300.55,2255.93,3182.26,,
RN,2404853,Itajá,6.932,4.778.246,8.043.393,10.529.401,2.486.008,689.30,1160.33,1518.96,,
RN,2404903,Itaú,5.564,4.778.246,9.392.607,11.693.867,2.301.260,858.78,1688.10,2101.70,,
RN,2405009,Jaçanã,7.925,4.778.246,9.487.357,10.153.843,666.486,602.93,1197.14,1281.24,,
RN,2405108,Jandaíra,6.801,4.778.246,7.616.045,10.948.490,3.332.445,702.58,1119.84,1609.84,,
RN,2405207,Janduís,5.345,4.778.246,8.949.137,9.512.092,562.955,893.97,1674.30,1779.62,,
RN,2405306,Januário Cicco,9.011,4.778.246,9.399.604,13.453.740,4.054.136,530.27,1043.13,1493.04,,
RN,2405405,Japi,5.522,4.877.809,6.414.988,9.046.328,2.631.340,883.34,1161.71,1638.23,,
RN,2405504,Jardim de Angicos,2.607,7.794.034,13.826.799,19.255.521,5.428.722,2989.66,5303.72,7386.08,,
RN,2405603,Jardim de Piranhas,13.506,7.963.744,11.685.934,17.612.340,5.926.406,589.64,865.24,1304.04,,
RN,2405702,Jardim do Seridó,12.113,6.370.995,8.439.928,13.186.237,4.746.309,525.96,696.77,1088.60,,
RN,2405801,João Câmara,32.227,12.741.990,23.369.848,34.609.091,11.239.243,395.38,725.16,1073.92,,
RN,2405900,João Dias,2.601,4.778.246,6.385.266,9.167.009,2.781.743,1837.08,2454.93,3524.42,,
RN,2406007,José da Penha,5.868,4.786.563,7.176.740,9.788.328,2.611.588,815.71,1223.03,1668.09,,
RN,2406106,Jucurutu,17.692,9.556.492,20.535.187,23.063.847,2.528.660,540.16,1160.70,1303.63,,
RN,2406155,Jundiá,3.582,4.778.251,6.211.131,8.401.270,2.190.139,1333.96,1733.98,2345.41,,
RN,2406205,Lagoa d'Anta,6.227,4.757.824,7.019.998,9.447.426,2.427.428,764.06,1127.35,1517.17,,
RN,2406304,Lagoa de Pedras,6.989,4.778.246,6.813.221,7.849.224,1.036.003,683.68,974.85,1123.08,,
RN,2406403,Lagoa de Velhos,2.668,4.778.246,5.598.897,7.826.290,2.227.393,1790.95,2098.54,2933.39,,
RN,2406502,Lagoa Nova,13.983,7.963.744,13.812.426,19.605.197,5.792.771,569.53,987.80,1402.07,,
RN,2406601,Lagoa Salgada,7.564,4.781.237,8.689.152,11.156.607,2.467.455,632.10,1148.75,1474.96,,
RN,2406700,Lajes,10.381,6.370.995,12.683.304,14.237.154,1.553.850,613.72,1221.78,1371.46,,
RN,2406809,Lajes Pintadas,4.612,4.778.246,5.438.567,8.066.815,2.628.248,1036.05,1179.22,1749.09,,
RN,2406908,Lucrécia,3.633,4.778.615,6.145.903,7.572.183,1.426.280,1315.34,1691.69,2084.28,,
RN,2407005,Luís Gomes,9.610,5.028.581,12.503.421,15.155.311,2.651.890,523.27,1301.08,1577.04,,
RN,2407104,Macaíba,69.467,19.112.984,65.230.274,84.646.509,19.416.235,275.14,939.01,1218.51,,
RN,2407203,Macau,28.954,11.149.941,37.863.584,65.590.737,27.727.153,385.09,1307.72,2265.34,,
RN,2407252,Major Sales,3.536,4.778.246,5.321.222,7.859.170,2.537.948,1351.31,1504.87,2222.62,,
RN,2407302,Marcelino Vieira,8.265,4.778.436,8.001.527,10.286.615,2.285.088,578.15,968.12,1244.60,,
RN,2407401,Martins,8.218,4.778.246,7.132.372,9.764.455,2.632.083,581.44,867.90,1188.18,,
RN,2407500,Maxaranguape,10.441,4.778.246,11.051.609,14.875.612,3.824.003,457.64,1058.48,1424.73,,
RN,2407609,Messias Targino,4.188,4.778.246,6.237.533,8.609.837,2.372.304,1140.94,1489.38,2055.84,,
RN,2407708,Montanhas,11.413,6.370.995,8.422.811,14.432.858,6.010.047,558.22,738.00,1264.60,,
RN,2407807,Monte Alegre,20.685,9.956.492,18.108.650,26.014.220,7.905.570,481.34,875.45,1257.64,,
RN,2407906,Monte das Gameleiras,2.261,4.778.246,4.695.723,7.516.255,2.820.532,2113.33,2076.83,3324.31,,
RN,2408003,Mossoró,259.815,54.306.194,224.494.639,353.486.885,128.992.246,209.02,864.06,1360.53,,
RN,2408102,Natal,803.739,177.275.793,753.032.326,1.181.077.577,428.045.251,220.56,936.91,1469.48,,
RN,2408201,Nísia Floresta,23.784,11.149.241,26.868.636,32.089.624,5.220.988,468.77,1129.69,1349.21,,
RN,2408300,Nova Cruz,35.490,13.007.491,25.206.102,35.152.287,9.946.185,366.51,710.23,990.48,,
RN,2408409,Olho-d'Água do Borges,4.295,4.791.435,7.119.308,10.145.620,3.026.312,1115.58,1657.58,2362.19,,
RN,2408508,Ouro Branco,4.699,4.778.246,6.333.260,8.593.003,2.259.743,1016.86,1347.79,1828.69,,
RN,2408607,Paraná,3.952,4.778.246,5.571.408,8.249.586,2.678.178,1209.07,1409.77,2087.45,,
RN,2408706,Paraú,3.859,7.794.034,13.826.799,19.255.521,5.428.722,2019.70,3583.00,4989.77,,
RN,2408805,Parazinho,4.845,4.778.246,7.140.518,9.224.919,2.084.401,986.22,1473.79,1904.01,,
RN,2408904,Parelhas,20.354,9.315.258,15.983.566,21.061.287,5.077.721,457.66,785.28,1034.75,,
RN,2408953,Rio do Fogo,10.059,4.778.246,9.705.086,15.180.323,5.475.237,475.02,964.82,1509.13,,
RN,2409100,Passa e Fica,11.100,6.761.880,10.281.824,15.362.588,5.080.764,609.18,926.29,1384.02,,
RN,2409209,Passagem,2.895,4.796.246,5.722.858,7.719.299,1.996.441,1656.73,1976.81,2666.42,,
RN,2409308,Patu,11.964,6.316.369,9.161.340,13.139.689,3.978.349,527.95,765.74,1098.27,,
RN,2409332,Santa Maria,4.762,4.778.246,6.040.226,9.567.595,3.527.369,1003.41,1268.42,2009.15,,
RN,2409407,Pau dos Ferros,27.745,11.150.897,24.344.566,33.551.934,9.207.368,401.91,877.44,1209.30,,
RN,2409506,Pedra Grande,3.521,4.778.246,7.109.635,9.440.091,2.330.456,1357.07,2019.21,2681.08,,
RN,2409605,Pedra Preta,2.590,4.778.246,5.625.836,8.416.215,2.790.379,1844.88,2172.14,3249.50,,
RN,2409704,Pedro Avelino,7.171,4.778.246,7.976.420,10.381.976,2.405.556,666.33,1112.32,1447.77,,
RN,2409803,Pedro Velho,14.114,7.963.744,14.975.539,17.124.335,2.148.796,564.24,1061.04,1213.29,,
RN,2409902,Pendências,13.432,6.370.995,30.762.227,36.885.767,6.123.540,474.31,2290.22,2746.11,,
RN,2410009,Pilões,3.453,7.794.034,13.826.799,19.255.521,5.428.722,2257.18,4004.29,5576.46,,
RN,2410108,Poço Branco,13.949,6.371.014,12.152.380,14.427.625,2.275.245,456.74,871.20,1034.31,,
RN,2410207,Portalegre,7.320,4.778.246,8.448.133,9.934.096,1.485.963,652.77,1154.12,1357.12,,
RN,2410256,Porto do Mangue,5.217,4.778.246,10.416.547,14.483.057,4.066.510,915.90,1996.65,2776.13,,
RN,2410306,Presidente Juscelino,8.768,4.778.246,11.408.946,12.461.237,1.052.291,544.96,1301.20,1421.22,,
RN,2410405,Pureza,8.424,4.778.246,9.297.090,12.641.399,3.344.309,567.22,1103.64,1500.64,,
RN,2410504,Rafael Fernandes,4.692,4.778.246,5.289.539,8.480.497,3.190.958,1018.38,1127.35,1807.44,,
RN,2410603,Rafael Godeiro,3.063,4.816.680,4.429.235,9.356.366,4.927.131,1572.54,1446.04,3054.64,,
